85	35	33	2008-07-04 17:20:58	2008-07-04 17:20:58
86	36	33	2008-07-04 17:20:58	2008-07-04 17:20:58
87	37	33	2008-07-04 17:20:58	2008-07-04 17:20:58
88	33	34	2008-07-04 17:20:58	2008-07-04 17:20:58
89	34	34	2008-07-04 17:20:58	2008-07-04 17:20:58
90	35	34	2008-07-04 17:20:58	2008-07-04 17:20:58
91	36	34	2008-07-04 17:20:58	2008-07-04 17:20:58
92	37	34	2008-07-04 17:20:58	2008-07-04 17:20:58
93	33	35	2008-07-04 17:20:58	2008-07-04 17:20:58
94	34	35	2008-07-04 17:20:58	2008-07-04 17:20:58
95	35	35	2008-07-04 17:20:58	2008-07-04 17:20:58
96	36	35	2008-07-04 17:20:58	2008-07-04 17:20:58
97	37	35	2008-07-04 17:20:58	2008-07-04 17:20:58
98	33	36	2008-07-04 17:20:58	2008-07-04 17:20:58
99	34	36	2008-07-04 17:20:58	2008-07-04 17:20:58
100	35	36	2008-07-04 17:20:58	2008-07-04 17:20:58
101	36	36	2008-07-04 17:20:58	2008-07-04 17:20:58
102	37	36	2008-07-04 17:20:58	2008-07-04 17:20:58
103	33	37	2008-07-04 17:20:58	2008-07-04 17:20:58
104	34	37	2008-07-04 17:20:58	2008-07-04 17:20:58
105	35	37	2008-07-04 17:20:58	2008-07-04 17:20:58
106	36	37	2008-07-04 17:20:58	2008-07-04 17:20:58
107	37	37	2008-07-04 17:20:58	2008-07-04 17:20:58
108	33	38	2008-07-04 17:20:58	2008-07-04 17:20:58
109	34	38	2008-07-04 17:20:58	2008-07-04 17:20:58
110	35	38	2008-07-04 17:20:58	2008-07-04 17:20:58
111	36	38	2008-07-04 17:20:58	2008-07-04 17:20:58
112	37	38	2008-07-04 17:20:58	2008-07-04 17:20:58
113	33	39	2008-07-04 17:20:58	2008-07-04 17:20:58
114	34	39	2008-07-04 17:20:58	2008-07-04 17:20:58
115	35	39	2008-07-04 17:20:58	2008-07-04 17:20:58
116	36	39	2008-07-04 17:20:58	2008-07-04 17:20:58
117	37	39	2008-07-04 17:20:58	2008-07-04 17:20:58
118	39	40	2008-07-04 17:20:59	2008-07-04 17:20:59
119	40	40	2008-07-04 17:20:59	2008-07-04 17:20:59
120	41	40	2008-07-04 17:20:59	2008-07-04 17:20:59
121	39	41	2008-07-04 17:20:59	2008-07-04 17:20:59
122	40	41	2008-07-04 17:20:59	2008-07-04 17:20:59
123	41	41	2008-07-04 17:20:59	2008-07-04 17:20:59
124	39	42	2008-07-04 17:20:59	2008-07-04 17:20:59
125	40	42	2008-07-04 17:20:59	2008-07-04 17:20:59
126	41	42	2008-07-04 17:20:59	2008-07-04 17:20:59
127	43	43	2008-07-04 17:20:59	2008-07-04 17:20:59
128	44	43	2008-07-04 17:20:59	2008-07-04 17:20:59
129	43	44	2008-07-04 17:20:59	2008-07-04 17:20:59
130	44	44	2008-07-04 17:20:59	2008-07-04 17:20:59
131	46	46	2008-07-04 17:21:00	2008-07-04 17:21:00
132	47	47	2008-07-04 17:21:00	2008-07-04 17:21:00
133	50	48	2008-07-04 17:21:01	2008-07-04 17:21:01
134	51	48	2008-07-04 17:21:01	2008-07-04 17:21:01
135	53	49	2008-07-04 17:21:01	2008-07-04 17:21:01
136	54	49	2008-07-04 17:21:01	2008-07-04 17:21:01
137	53	50	2008-07-04 17:21:01	2008-07-04 17:21:01
138	54	50	2008-07-04 17:21:01	2008-07-04 17:21:01
139	53	51	2008-07-04 17:21:01	2008-07-04 17:21:01
140	54	51	2008-07-04 17:21:01	2008-07-04 17:21:01
141	53	52	2008-07-04 17:21:01	2008-07-04 17:21:01
142	54	52	2008-07-04 17:21:01	2008-07-04 17:21:01
143	55	53	2008-07-04 17:21:02	2008-07-04 17:21:02
144	56	53	2008-07-04 17:21:02	2008-07-04 17:21:02
145	57	54	2008-07-04 17:21:02	2008-07-04 17:21:02
146	58	54	2008-07-04 17:21:02	2008-07-04 17:21:02
147	59	54	2008-07-04 17:21:02	2008-07-04 17:21:02
148	60	54	2008-07-04 17:21:02	2008-07-04 17:21:02
149	61	54	2008-07-04 17:21:02	2008-07-04 17:21:02
150	62	54	2008-07-04 17:21:02	2008-07-04 17:21:02
151	57	55	2008-07-04 17:21:02	2008-07-04 17:21:02
152	58	55	2008-07-04 17:21:02	2008-07-04 17:21:02
153	59	55	2008-07-04 17:21:02	2008-07-04 17:21:02
154	60	55	2008-07-04 17:21:02	2008-07-04 17:21:02
155	61	55	2008-07-04 17:21:02	2008-07-04 17:21:02
156	62	55	2008-07-04 17:21:02	2008-07-04 17:21:02
157	57	56	2008-07-04 17:21:02	2008-07-04 17:21:02
158	58	56	2008-07-04 17:21:02	2008-07-04 17:21:02
159	59	56	2008-07-04 17:21:02	2008-07-04 17:21:02
160	60	56	2008-07-04 17:21:02	2008-07-04 17:21:02
161	61	56	2008-07-04 17:21:02	2008-07-04 17:21:02
162	62	56	2008-07-04 17:21:02	2008-07-04 17:21:02
163	57	57	2008-07-04 17:21:02	2008-07-04 17:21:02
164	58	57	2008-07-04 17:21:02	2008-07-04 17:21:02
165	59	57	2008-07-04 17:21:02	2008-07-04 17:21:02
166	60	57	2008-07-04 17:21:02	2008-07-04 17:21:02
167	61	57	2008-07-04 17:21:02	2008-07-04 17:21:02
168	62	57	2008-07-04 17:21:02	2008-07-04 17:21:02
169	57	58	2008-07-04 17:21:02	2008-07-04 17:21:02
170	58	58	2008-07-04 17:21:02	2008-07-04 17:21:02
171	59	58	2008-07-04 17:21:02	2008-07-04 17:21:02
172	60	58	2008-07-04 17:21:02	2008-07-04 17:21:02
173	61	58	2008-07-04 17:21:02	2008-07-04 17:21:02
174	62	58	2008-07-04 17:21:02	2008-07-04 17:21:02
175	57	59	2008-07-04 17:21:02	2008-07-04 17:21:02
176	58	59	2008-07-04 17:21:02	2008-07-04 17:21:02
177	59	59	2008-07-04 17:21:02	2008-07-04 17:21:02
178	60	59	2008-07-04 17:21:03	2008-07-04 17:21:03
179	61	59	2008-07-04 17:21:03	2008-07-04 17:21:03
180	62	59	2008-07-04 17:21:03	2008-07-04 17:21:03
181	63	60	2008-07-04 17:21:03	2008-07-04 17:21:03
182	64	60	2008-07-04 17:21:03	2008-07-04 17:21:03
183	65	60	2008-07-04 17:21:03	2008-07-04 17:21:03
184	66	60	2008-07-04 17:21:03	2008-07-04 17:21:03
185	63	61	2008-07-04 17:21:03	2008-07-04 17:21:03
186	64	61	2008-07-04 17:21:03	2008-07-04 17:21:03
187	65	61	2008-07-04 17:21:03	2008-07-04 17:21:03
188	66	61	2008-07-04 17:21:03	2008-07-04 17:21:03
189	63	62	2008-07-04 17:21:03	2008-07-04 17:21:03
190	64	62	2008-07-04 17:21:03	2008-07-04 17:21:03
191	65	62	2008-07-04 17:21:03	2008-07-04 17:21:03
192	66	62	2008-07-04 17:21:03	2008-07-04 17:21:03
193	67	65	2008-07-04 17:21:03	2008-07-04 17:21:03
194	68	65	2008-07-04 17:21:03	2008-07-04 17:21:03
195	67	66	2008-07-04 17:21:03	2008-07-04 17:21:03
196	68	66	2008-07-04 17:21:03	2008-07-04 17:21:03
197	70	68	2008-07-04 17:21:04	2008-07-04 17:21:04
198	71	69	2008-07-04 17:21:04	2008-07-04 17:21:04
199	72	69	2008-07-04 17:21:04	2008-07-04 17:21:04
200	73	69	2008-07-04 17:21:04	2008-07-04 17:21:04
201	71	70	2008-07-04 17:21:04	2008-07-04 17:21:04
202	72	70	2008-07-04 17:21:04	2008-07-04 17:21:04
203	73	70	2008-07-04 17:21:04	2008-07-04 17:21:04
204	71	71	2008-07-04 17:21:04	2008-07-04 17:21:04
205	72	71	2008-07-04 17:21:04	2008-07-04 17:21:04
206	73	71	2008-07-04 17:21:04	2008-07-04 17:21:04
207	74	72	2008-07-04 17:21:05	2008-07-04 17:21:05
208	24	11	2008-07-04 17:27:09	2008-07-04 17:27:09
209	25	11	2008-07-04 17:27:16	2008-07-04 17:27:16
210	26	11	2008-07-04 17:27:24	2008-07-04 17:27:24
211	57	38	2008-07-04 17:28:05	2008-07-04 17:28:05
212	58	38	2008-07-04 17:28:12	2008-07-04 17:28:12
213	59	38	2008-07-04 17:28:20	2008-07-04 17:28:20
214	60	38	2008-07-04 17:28:28	2008-07-04 17:28:28
215	61	38	2008-07-04 17:28:36	2008-07-04 17:28:36
216	62	38	2008-07-04 17:28:46	2008-07-04 17:28:46
217	33	31	2008-07-04 17:29:19	2008-07-04 17:29:19
218	34	31	2008-07-04 17:29:26	2008-07-04 17:29:26
219	35	31	2008-07-04 17:29:33	2008-07-04 17:29:33
220	36	31	2008-07-04 17:29:40	2008-07-04 17:29:40
221	37	31	2008-07-04 17:29:47	2008-07-04 17:29:47
222	69	62	2008-07-04 17:30:21	2008-07-04 17:30:21
223	70	62	2008-07-04 17:30:29	2008-07-04 17:30:29
224	30	37	2008-07-04 17:31:05	2008-07-04 17:31:05
225	30	34	2008-07-04 17:31:53	2008-07-04 17:31:53
226	30	55	2008-07-04 17:32:20	2008-07-04 17:32:20
227	31	55	2008-07-04 17:32:27	2008-07-04 17:32:27
228	32	55	2008-07-04 17:32:35	2008-07-04 17:32:35
229	47	9	2008-07-04 17:33:44	2008-07-04 17:33:44
230	47	10	2008-07-04 17:34:59	2008-07-04 17:34:59
231	19	19	2008-07-04 17:35:37	2008-07-04 17:35:37
232	69	61	2008-07-04 17:36:09	2008-07-04 17:36:09
233	70	61	2008-07-04 17:36:15	2008-07-04 17:36:15
234	69	60	2008-07-04 17:36:52	2008-07-04 17:36:52
235	70	60	2008-07-04 17:36:58	2008-07-04 17:36:58
236	69	68	2008-07-04 17:37:37	2008-07-04 17:37:37
237	63	68	2008-07-04 17:37:45	2008-07-04 17:37:45
238	64	68	2008-07-04 17:37:51	2008-07-04 17:37:51
239	65	68	2008-07-04 17:37:59	2008-07-04 17:37:59
240	66	68	2008-07-04 17:38:07	2008-07-04 17:38:07
